DEPT,Region,FOL,Question,Answer,Count,WTPS_Sum
Royal Canadian Mounted Police,Ontario (excluding the National Capital Region),Z,MAN_80,Strongly agree,3,8.95545
Royal Canadian Mounted Police,Ontario (excluding the National Capital Region),Z,MAN_80,Somewhat agree,2,6.6789
Royal Canadian Mounted Police,Ontario (excluding the National Capital Region),Z,MAN_80,Neither agree nor disagree,2,6.6789
Royal Canadian Mounted Police,Ontario (excluding the National Capital Region),Z,MAN_80,Somewhat disagree,2,6.6789
Royal Canadian Mounted Police,Ontario (excluding the National Capital Region),Z,MAN_80,Strongly disagree,1,3.33945
Royal Canadian Mounted Police,Ontario (excluding the National Capital Region),Z,MAN_80,Unable to assess,2,6.2181
Royal Canadian Mounted Police,"Prairies, Nunavut, Northwest Territories",Z,MAN_80,Strongly agree,55,187.4658
Royal Canadian Mounted Police,"Prairies, Nunavut, Northwest Territories",Z,MAN_80,Somewhat agree,34,109.6413
Royal Canadian Mounted Police,"Prairies, Nunavut, Northwest Territories",Z,MAN_80,Neither agree nor disagree,3,9.66075
Royal Canadian Mounted Police,"Prairies, Nunavut, Northwest Territories",Z,MAN_80,Somewhat disagree,3,8.87505
Royal Canadian Mounted Police,"Prairies, Nunavut, Northwest Territories",Z,MAN_80,Strongly disagree,2,6.7821
Royal Canadian Mounted Police,"Prairies, Nunavut, Northwest Territories",Z,MAN_80,Unable to assess,4,12.732
Royal Canadian Mounted Police,"British Columbia, Yukon",Z,MAN_80,Strongly agree,35,114.44175
Royal Canadian Mounted Police,"British Columbia, Yukon",Z,MAN_80,Somewhat agree,27,86.51475
Royal Canadian Mounted Police,"British Columbia, Yukon",Z,MAN_80,Neither agree nor disagree,4,12.897
Royal Canadian Mounted Police,"British Columbia, Yukon",Z,MAN_80,Somewhat disagree,4,12.897
Royal Canadian Mounted Police,"British Columbia, Yukon",Z,MAN_80,Strongly disagree,1,2.87865
Royal Canadian Mounted Police,"British Columbia, Yukon",Z,MAN_80,Unable to assess,8,26.0982
Royal Canadian Mounted Police,National Capital Region,Z,MAN_80,Strongly agree,87,273.82095
Royal Canadian Mounted Police,National Capital Region,Z,MAN_80,Somewhat agree,49,158.2188
Royal Canadian Mounted Police,National Capital Region,Z,MAN_80,Neither agree nor disagree,8,25.4826
Royal Canadian Mounted Police,National Capital Region,Z,MAN_80,Somewhat disagree,6,17.1513
Royal Canadian Mounted Police,National Capital Region,Z,MAN_80,Strongly disagree,3,9.53385
Royal Canadian Mounted Police,National Capital Region,Z,MAN_80,Unable to assess,10,30.5391
Royal Canadian Mounted Police,Not stated,Z,MAN_80,Strongly agree,1,2.71365
Indigenous and Northern Affairs Canada,Atlantic,Z,MAN_80,Strongly agree,3,10.18665
Indigenous and Northern Affairs Canada,Atlantic,Z,MAN_80,Somewhat agree,3,10.0011
Indigenous and Northern Affairs Canada,Atlantic,Z,MAN_80,Strongly disagree,1,3.22125
Indigenous and Northern Affairs Canada,Quebec (excluding the National Capital Region),Z,MAN_80,Strongly agree,6,21.98145
Indigenous and Northern Affairs Canada,Quebec (excluding the National Capital Region),Z,MAN_80,Somewhat agree,7,25.305
Indigenous and Northern Affairs Canada,Quebec (excluding the National Capital Region),Z,MAN_80,Somewhat disagree,1,3.444
Indigenous and Northern Affairs Canada,Ontario (excluding the National Capital Region),Z,MAN_80,Strongly agree,10,40.4118
Indigenous and Northern Affairs Canada,Ontario (excluding the National Capital Region),Z,MAN_80,Somewhat agree,4,14.95035
Indigenous and Northern Affairs Canada,Ontario (excluding the National Capital Region),Z,MAN_80,Neither agree nor disagree,1,3.444
Indigenous and Northern Affairs Canada,Ontario (excluding the National Capital Region),Z,MAN_80,Unable to assess,1,3.444
Indigenous and Northern Affairs Canada,"Prairies, Nunavut, Northwest Territories",Z,MAN_80,Strongly agree,46,163.8108
Indigenous and Northern Affairs Canada,"Prairies, Nunavut, Northwest Territories",Z,MAN_80,Somewhat agree,18,61.47465
Indigenous and Northern Affairs Canada,"Prairies, Nunavut, Northwest Territories",Z,MAN_80,Neither agree nor disagree,3,9.24735
Indigenous and Northern Affairs Canada,"Prairies, Nunavut, Northwest Territories",Z,MAN_80,Somewhat disagree,2,6.888
Indigenous and Northern Affairs Canada,"Prairies, Nunavut, Northwest Territories",Z,MAN_80,Strongly disagree,1,3.444
Indigenous and Northern Affairs Canada,"Prairies, Nunavut, Northwest Territories",Z,MAN_80,Unable to assess,5,19.69665
Indigenous and Northern Affairs Canada,"British Columbia, Yukon",Z,MAN_80,Strongly agree,23,79.46985
Indigenous and Northern Affairs Canada,"British Columbia, Yukon",Z,MAN_80,Somewhat agree,5,16.8891
Indigenous and Northern Affairs Canada,"British Columbia, Yukon",Z,MAN_80,Unable to assess,2,6.6321
Indigenous and Northern Affairs Canada,National Capital Region,Z,MAN_80,Strongly agree,111,423.135
Indigenous and Northern Affairs Canada,National Capital Region,Z,MAN_80,Somewhat agree,45,164.835
Indigenous and Northern Affairs Canada,National Capital Region,Z,MAN_80,Neither agree nor disagree,8,28.9398
Indigenous and Northern Affairs Canada,National Capital Region,Z,MAN_80,Somewhat disagree,4,13.5027
Indigenous and Northern Affairs Canada,National Capital Region,Z,MAN_80,Strongly disagree,2,9.4926
Indigenous and Northern Affairs Canada,National Capital Region,Z,MAN_80,Unable to assess,11,35.57805
Indigenous and Northern Affairs Canada,Not stated,Z,MAN_80,Unable to assess,1,3.22875
Veterans Affairs Canada,Atlantic,Z,MAN_80,Strongly agree,47,131.94165
Veterans Affairs Canada,Atlantic,Z,MAN_80,Somewhat agree,25,69.73575
Veterans Affairs Canada,Atlantic,Z,MAN_80,Neither agree nor disagree,5,13.8621
Veterans Affairs Canada,Atlantic,Z,MAN_80,Somewhat disagree,1,2.73075
Veterans Affairs Canada,Atlantic,Z,MAN_80,Strongly disagree,2,5.259
Veterans Affairs Canada,Quebec (excluding the National Capital Region),Z,MAN_80,Strongly agree,6,18.0216
Veterans Affairs Canada,Quebec (excluding the National Capital Region),Z,MAN_80,Somewhat agree,7,19.41555
Veterans Affairs Canada,Quebec (excluding the National Capital Region),Z,MAN_80,Somewhat disagree,2,5.4531
Veterans Affairs Canada,Quebec (excluding the National Capital Region),Z,MAN_80,Unable to assess,1,2.9868
Veterans Affairs Canada,Ontario (excluding the National Capital Region),Z,MAN_80,Strongly agree,11,31.92915
Veterans Affairs Canada,Ontario (excluding the National Capital Region),Z,MAN_80,Somewhat agree,4,10.63635
Veterans Affairs Canada,Ontario (excluding the National Capital Region),Z,MAN_80,Somewhat disagree,1,2.77365
Veterans Affairs Canada,Ontario (excluding the National Capital Region),Z,MAN_80,Strongly disagree,1,2.77365
Veterans Affairs Canada,Ontario (excluding the National Capital Region),Z,MAN_80,Unable to assess,1,2.77365
Veterans Affairs Canada,"Prairies, Nunavut, Northwest Territories",Z,MAN_80,Strongly agree,3,7.9032
Veterans Affairs Canada,"Prairies, Nunavut, Northwest Territories",Z,MAN_80,Somewhat agree,1,2.8236
Veterans Affairs Canada,"British Columbia, Yukon",Z,MAN_80,Strongly agree,2,5.5473
Veterans Affairs Canada,"British Columbia, Yukon",Z,MAN_80,Somewhat agree,1,2.77365
Veterans Affairs Canada,National Capital Region,Z,MAN_80,Strongly agree,12,32.27025
Veterans Affairs Canada,National Capital Region,Z,MAN_80,Somewhat agree,8,22.4856
Veterans Affairs Canada,National Capital Region,Z,MAN_80,Neither agree nor disagree,1,2.6295
Veterans Affairs Canada,National Capital Region,Z,MAN_80,Somewhat disagree,1,2.8236
Veterans Affairs Canada,National Capital Region,Z,MAN_80,Unable to assess,2,5.36025
Veterans Affairs Canada,Outside of Canada,Z,MAN_80,Somewhat agree,1,2.73075
Department of Justice Canada,Atlantic,Z,MAN_80,Strongly agree,1,4.5
Department of Justice Canada,Atlantic,Z,MAN_80,Somewhat agree,1,2.9691
Department of Justice Canada,Quebec (excluding the National Capital Region),Z,MAN_80,Strongly agree,7,23.64045
Department of Justice Canada,Quebec (excluding the National Capital Region),Z,MAN_80,Somewhat agree,3,10.9521
Department of Justice Canada,Ontario (excluding the National Capital Region),Z,MAN_80,Strongly agree,7,21.186
Department of Justice Canada,Ontario (excluding the National Capital Region),Z,MAN_80,Somewhat agree,2,9
Department of Justice Canada,"Prairies, Nunavut, Northwest Territories",Z,MAN_80,Strongly agree,11,40.4385
Department of Justice Canada,"Prairies, Nunavut, Northwest Territories",Z,MAN_80,Somewhat agree,4,13.10685
Department of Justice Canada,"Prairies, Nunavut, Northwest Territories",Z,MAN_80,Strongly disagree,1,2.9691
Department of Justice Canada,"British Columbia, Yukon",Z,MAN_80,Strongly agree,10,35.24535
Department of Justice Canada,"British Columbia, Yukon",Z,MAN_80,Somewhat agree,3,8.9073
Department of Justice Canada,National Capital Region,Z,MAN_80,Strongly agree,89,296.55885
Department of Justice Canada,National Capital Region,Z,MAN_80,Somewhat agree,35,121.1271
Department of Justice Canada,National Capital Region,Z,MAN_80,Neither agree nor disagree,2,6.76725
Department of Justice Canada,National Capital Region,Z,MAN_80,Somewhat disagree,4,12.9636
Department of Justice Canada,National Capital Region,Z,MAN_80,Strongly disagree,2,6.17385
Department of Justice Canada,National Capital Region,Z,MAN_80,Unable to assess,7,23.32725
Department of Justice Canada,Not stated,Z,MAN_80,Strongly agree,1,4.5
Canadian Heritage,Atlantic,Z,MAN_80,Strongly agree,1,2.83725
Canadian Heritage,Atlantic,Z,MAN_80,Somewhat agree,1,2.83725
Canadian Heritage,Quebec (excluding the National Capital Region),Z,MAN_80,Strongly agree,1,2.83725
Canadian Heritage,Quebec (excluding the National Capital Region),Z,MAN_80,Somewhat agree,2,6.37395
Canadian Heritage,Ontario (excluding the National Capital Region),Z,MAN_80,Strongly agree,1,4.1352
Canadian Heritage,"Prairies, Nunavut, Northwest Territories",Z,MAN_80,Strongly agree,4,12.2445
Canadian Heritage,"British Columbia, Yukon",Z,MAN_80,Strongly agree,1,3.12
Canadian Heritage,"British Columbia, Yukon",Z,MAN_80,Somewhat agree,1,3.45
Canadian Heritage,National Capital Region,Z,MAN_80,Strongly agree,105,332.18505
Canadian Heritage,National Capital Region,Z,MAN_80,Somewhat agree,44,136.7619
Canadian Heritage,National Capital Region,Z,MAN_80,Neither agree nor disagree,1,2.83725
Canadian Heritage,National Capital Region,Z,MAN_80,Somewhat disagree,2,5.9754
Canadian Heritage,National Capital Region,Z,MAN_80,Strongly disagree,2,8.71605
Canadian Heritage,National Capital Region,Z,MAN_80,Unable to assess,7,23.08095
Public Service Commission of Canada,Quebec (excluding the National Capital Region),Z,MAN_80,Strongly agree,4,12.5121
Public Service Commission of Canada,Quebec (excluding the National Capital Region),Z,MAN_80,Somewhat agree,1,3.09465
Public Service Commission of Canada,Ontario (excluding the National Capital Region),Z,MAN_80,Strongly agree,1,2.6463
Public Service Commission of Canada,"British Columbia, Yukon",Z,MAN_80,Somewhat agree,1,2.6463
Public Service Commission of Canada,National Capital Region,Z,MAN_80,Strongly agree,44,129.9417
Public Service Commission of Canada,National Capital Region,Z,MAN_80,Somewhat agree,18,53.2398
Public Service Commission of Canada,National Capital Region,Z,MAN_80,Strongly disagree,3,9.0273
Public Service Commission of Canada,National Capital Region,Z,MAN_80,Unable to assess,3,9.1926
Public Service Commission of Canada,Not stated,Z,MAN_80,Neither agree nor disagree,1,2.96445
Immigration and Refugee Board of Canada,Atlantic,Z,MAN_80,Somewhat agree,1,2.36835
Immigration and Refugee Board of Canada,Quebec (excluding the National Capital Region),Z,MAN_80,Strongly agree,6,21.7173
Immigration and Refugee Board of Canada,Quebec (excluding the National Capital Region),Z,MAN_80,Somewhat disagree,1,4.0875
Immigration and Refugee Board of Canada,Ontario (excluding the National Capital Region),Z,MAN_80,Strongly agree,6,23.6322
Immigration and Refugee Board of Canada,Ontario (excluding the National Capital Region),Z,MAN_80,Somewhat agree,2,7.4988
Immigration and Refugee Board of Canada,"British Columbia, Yukon",Z,MAN_80,Strongly agree,6,24.13035
Immigration and Refugee Board of Canada,"British Columbia, Yukon",Z,MAN_80,Somewhat agree,1,3.4113
Immigration and Refugee Board of Canada,National Capital Region,Z,MAN_80,Strongly agree,14,57.1083
Immigration and Refugee Board of Canada,National Capital Region,Z,MAN_80,Somewhat agree,6,19.0491
Immigration and Refugee Board of Canada,National Capital Region,Z,MAN_80,Somewhat disagree,2,6.8913
Immigration and Refugee Board of Canada,National Capital Region,Z,MAN_80,Unable to assess,1,3.48
Department of Finance Canada,Ontario (excluding the National Capital Region),Z,MAN_80,Somewhat agree,1,3.49995
Department of Finance Canada,National Capital Region,Z,MAN_80,Strongly agree,37,142.1694
Department of Finance Canada,National Capital Region,Z,MAN_80,Somewhat agree,7,25.62375
Department of Finance Canada,National Capital Region,Z,MAN_80,Unable to assess,4,15.35295
Canadian Grain Commission,Quebec (excluding the National Capital Region),Z,MAN_80,Strongly agree,1,2.37645
Canadian Grain Commission,Quebec (excluding the National Capital Region),Z,MAN_80,Somewhat agree,1,2.3667
Canadian Grain Commission,Quebec (excluding the National Capital Region),Z,MAN_80,Strongly disagree,1,2.40315
Canadian Grain Commission,Ontario (excluding the National Capital Region),Z,MAN_80,Strongly agree,1,2.56185
Canadian Grain Commission,"Prairies, Nunavut, Northwest Territories",Z,MAN_80,Strongly agree,24,58.2408
Canadian Grain Commission,"Prairies, Nunavut, Northwest Territories",Z,MAN_80,Somewhat agree,4,9.55575
Canadian Grain Commission,"Prairies, Nunavut, Northwest Territories",Z,MAN_80,Strongly disagree,1,2.54355
Canadian Grain Commission,"British Columbia, Yukon",Z,MAN_80,Strongly agree,1,2.37645
Canadian Grain Commission,"British Columbia, Yukon",Z,MAN_80,Somewhat agree,2,5.1054
Canadian Grain Commission,"British Columbia, Yukon",Z,MAN_80,Unable to assess,1,2.56185
Treasury Board of Canada Secretariat,National Capital Region,Z,MAN_80,Strongly agree,111,355.70115
Treasury Board of Canada Secretariat,National Capital Region,Z,MAN_80,Somewhat agree,41,130.1367
Treasury Board of Canada Secretariat,National Capital Region,Z,MAN_80,Neither agree nor disagree,2,6.5484
Treasury Board of Canada Secretariat,National Capital Region,Z,MAN_80,Somewhat disagree,9,27.8934
Treasury Board of Canada Secretariat,National Capital Region,Z,MAN_80,Strongly disagree,7,21.32625
Treasury Board of Canada Secretariat,National Capital Region,Z,MAN_80,Unable to assess,8,24.92265
Privy Council Office,National Capital Region,Z,MAN_80,Strongly agree,43,207.56805
Privy Council Office,National Capital Region,Z,MAN_80,Somewhat agree,18,79.5531
Privy Council Office,National Capital Region,Z,MAN_80,Neither agree nor disagree,4,17.0958
Privy Council Office,National Capital Region,Z,MAN_80,Somewhat disagree,3,15.6963
Privy Council Office,National Capital Region,Z,MAN_80,Unable to assess,6,26.2764
Courts Administration Service,Quebec (excluding the National Capital Region),Z,MAN_80,Strongly agree,1,2.92215
Courts Administration Service,Ontario (excluding the National Capital Region),Z,MAN_80,Strongly agree,2,6.7038
Courts Administration Service,"Prairies, Nunavut, Northwest Territories",Z,MAN_80,Strongly agree,1,3.78165
Courts Administration Service,"British Columbia, Yukon",Z,MAN_80,Strongly agree,1,3.78165
Courts Administration Service,"British Columbia, Yukon",Z,MAN_80,Somewhat agree,1,3.78165
Courts Administration Service,National Capital Region,Z,MAN_80,Strongly agree,18,63.28935
Courts Administration Service,National Capital Region,Z,MAN_80,Somewhat agree,6,21.88755
Courts Administration Service,National Capital Region,Z,MAN_80,Neither agree nor disagree,1,2.92215
Courts Administration Service,National Capital Region,Z,MAN_80,Strongly disagree,1,2.69685
Courts Administration Service,National Capital Region,Z,MAN_80,Unable to assess,1,4.03845
Canadian Radio-television and TeleCommunications Commission,National Capital Region,Z,MAN_80,Strongly agree,27,77.72025
Canadian Radio-television and TeleCommunications Commission,National Capital Region,Z,MAN_80,Somewhat agree,18,50.40555
Canadian Radio-television and TeleCommunications Commission,National Capital Region,Z,MAN_80,Somewhat disagree,5,14.50185
Canadian Radio-television and TeleCommunications Commission,National Capital Region,Z,MAN_80,Unable to assess,3,8.61765
Atlantic Canada Opportunities Agency,Atlantic,Z,MAN_80,Strongly agree,41,120.5961
Atlantic Canada Opportunities Agency,Atlantic,Z,MAN_80,Somewhat agree,3,9.76275
